euclidean centroid cell to district hospital;euclidean centroid cell to any health facility;eulidean centroid cell to kigali;euclidean centroid cell to main road;euclidean centroid cell to any road;Sum_ROAD_Length;SUM ROAD LENGTH PER AREA
19487,36119;3669,68441;31226,80841;1168,68164;738,095575;12205,3516;0,001478
18441,76208;1556,42719;29767,84481;1671,442849;46,547053;11020,24004;0,001734
17495,86154;1909,005615;29136,02801;639,527654;42,287362;13608,85352;0,001938
15389,4055;4200,707735;39221,55262;1075,780589;251,3209;8198,446627;0,001997
20962,34785;3634,624222;40842,35817;2082,643167;575,572534;8710,782918;0,001
2588,039786;2006,811005;41099,50014;259,813173;122,242776;20027,83637;0,002928
6025,042667;5285,614911;33795,98513;302,721113;246,108473;13143,47327;0,002411
8568,500505;5106,059111;34378,73641;920,447418;76,864576;14204,21933;0,001852
459,339187;459,339187;35257,30196;1153,39026;71,792345;10966,82316;0,00167
3256,841882;2701,816943;33727,12865;524,460648;411,62731;15483,81096;0,00214
7847,408031;6345,136913;34493,5204;299,75634;299,75634;3461,411006;0,000656
5911,828046;5911,828046;37889,05105;283,063458;20,959699;9809,993319;0,001674
2512,006876;2512,006876;34786,93281;2481,247297;50,092312;9900,423723;0,001506
10640,50829;3862,399991;36297,60314;525,762275;525,762275;7468,831493;0,001026
5271,254478;5271,254478;36513,52781;915,795638;43,431204;7944,541268;0,001154
9489,588714;2489,506215;33162,09801;1785,479359;197,973771;7735,716829;0,00127
10483,81663;2756,13035;20499,05113;3174,878445;50,981192;11022,19618;0,002025
13135,46299;3365,137031;16216,44404;993,219036;248,059687;5856,740142;0,001493
21377,77454;2704,457299;19760,52469;3315,11702;108,272185;26039,07697;0,003163
24179,05034;2844,429162;15591,80969;666,857186;342,653828;15458,1755;0,00289
22453,99386;4484,865421;17526,66307;455,176581;93,836376;15912,11603;0,002371
21469,97857;1937,394756;26342,58489;1253,554824;590,802291;11669,30073;0,001227
18419,25271;3983,350004;21418,1088;1730,939367;216,393368;15715,75326;0,001604
11085,90491;4822,354731;24534,13489;943,143342;127,281644;14282,47523;0,001822
7355,23158;4459,923485;22045,53757;1995,030622;54,57182;11196,00925;0,000806
4822,049604;4822,049604;12386,55837;3585,900329;270,865484;12394,08774;0,001331
9012,456609;5921,714734;15563,64247;1057,757755;145,228006;7393,820687;0,001023
21851,9466;5136,338135;18830,99303;681,021213;27,660006;16546,90135;0,003076
26364,25755;3545,875363;18210,3444;603,692639;151,567197;17044,47849;0,002261
24793,59187;548,326668;20701,25088;1232,881828;301,515102;35579,66968;0,002792
32939,804;1480,472146;22683,99327;5436,953706;236,008023;9563,835807;0,000839
35018,4207;4117,44141;20516,85995;2494,692154;72,713771;22319,66732;0,002055
28663,922;3804,601387;31577,80239;5162,854078;63,075615;14651,09878;0,002398
35672,62469;6236,434051;34877,03972;2618,428529;486,848642;9819,029718;0,001324
28152,17654;880,654724;46987,1291;9263,338188;194,803132;33275,42649;0,00106
20390,47901;4637,695118;51627,51703;11585,45002;2734,215537;43409,48174;0,000371
24428,36086;4647,573362;51085,09787;10719,63293;4172,66541;0;0
18831,80577;1837,160435;44429,72588;5638,335675;1280,410143;6673,572764;0,000281
17645,55434;4538,300561;44791,99815;2144,97711;534,855408;35444,27203;0,001117
16538,70394;2141,462661;41661,60923;2442,068856;2442,068856;0;0
12483,83951;6195,622577;40914,30404;3606,751355;217,1521;16879,72538;0,001737
10271,79638;3694,318574;39639,64493;1552,853211;260,926424;19693,95254;0,002356
13957,61427;3485,435457;38012,65672;1805,151734;63,863084;19126,63073;0,002139
8991,876352;3134,148464;39688,5026;198,305072;198,305072;16521,70967;0,001313
18031,35092;4678,595078;37461,41437;755,676004;48,338487;11417,55113;0,002996
25197,48347;5458,71015;29882,5698;3463,021175;96,423096;20155,62174;0,001625
23552,30271;5867,394807;24182,24564;8327,624907;164,703746;37838,42245;0,002753
19490,99561;3104,725766;30139,5733;6013,14628;37,831914;41435,24068;0,002116
20940,76266;333,528588;26989,98983;6165,083753;233,26152;42067,32375;0,002945
18693,79034;3522,126181;32729,92258;3249,486969;102,169365;36443,12976;0,001748
29780,19458;2810,837454;37360,39716;284,010043;284,010043;12164,73213;0,001169
29043,00346;4413,677166;37171,27578;31,683137;31,683137;21458,65641;0,002418
21752,36652;2203,622248;41003,20471;2658,399305;236,766075;10711,46949;0,001136
24441,72806;9075,238667;39819,64628;1972,021241;1,985194;6254,767936;0,00058
31197,67232;4259,203721;35126,86055;1820,528083;197,813717;14445,14348;0,002041
27771,23586;4923,423126;23721,96497;2776,23538;28,545996;54430,26364;0,0027
33788,46127;4630,686066;18631,74997;691,003667;32,822707;36713,29946;0,001415
30991,4023;3097,227181;23963,20991;1531,571872;117,482065;32594,97273;0,002611
36438,02335;5849,580394;21192,13861;4928,211766;0,069058;50758,10674;0,002281
33030,207;4428,609848;21168,65095;125,175259;46,473908;39268,34985;0,002888
33457,78404;4752,006611;17293,47315;3021,463435;199,00947;35398,61971;0,001357
15967,58107;2434,993786;14578,42035;507,163303;507,163303;27015,77516;0,001209
14901,24083;2161,101159;12983,72932;4554,239496;31,472832;21946,96129;0,001134
12516,69851;5686,696503;35024,68362;6511,008292;31,974421;35809,77013;0,001577
17629,5712;1087,702456;46662,17461;4907,76198;2,902372;40602,63872;0,00171
12513,51478;4426,707797;40513,15763;3685,922473;82,389431;34140,73602;0,002099
26693,46468;5933,27199;38732,4023;2817,510284;90,270463;35464,08148;0,002293
27321,93848;5950,824538;43490,75325;4320,646863;64,643402;21607,18212;0,001537
25984,09845;5922,627947;20147,60983;7130,519987;220,795505;31682,09715;0,002894
25129,94044;2401,22786;16580,92902;4543,63283;421,651913;9316,570253;0,000798
18827,92912;5891,309995;17145,41658;6713,747549;352,939649;16190,06769;0,000942
19916,43758;3559,649076;17649,43783;3686,764579;11,796353;18415,57496;0,00144
23643,35701;5796,296805;27388,00793;9590,348368;690,204142;43394,91017;0,002313
24480,02807;7009,434116;23676,293;6159,52341;79,5522;48067,52293;0,002233
32002,92584;6893,755186;27752,666;5051,111981;45,070646;53683,69178;0,002528
16809,76811;3132,287927;22735,20174;7191,677601;26,230811;34363,76204;0,001506
13009,31165;4519,075818;34403,69924;4683,013361;108,669663;42803,86106;0,002682
15362,46305;5466,383162;32116,96129;4901,44402;119,843126;19406,83381;0,002208
13440,06311;5898,814712;31877,83684;5091,668692;146,922755;26224,57246;0,002662
17531,75117;1712,758022;34512,89713;3116,590416;152,357269;27746,39419;0,002805
24148,28713;7384,085416;31116,43308;6875,222967;156,15413;35957,00862;0,003227
23153,66955;6380,224391;52031,07487;2221,076663;271,947258;33097,15375;0,001625
20415,48156;3058,273395;50498,52227;3978,932394;143,240979;18424,04975;0,000967
24037,41318;5355,499157;48368,02744;551,871237;551,871237;23661,74557;0,000656
16480,71766;1203,118787;47179,84543;2482,311911;155,690953;25038,86736;0,001831
16147,64514;2994,537731;43627,57622;2722,943364;192,624093;23148,22607;0,001868
19225,50558;963,462569;26579,93504;12243,83893;65,943482;34118,06753;0,001897
4656,932744;4656,932744;23730,8432;11169,26184;0,068067;30930,02429;0,001801
3883,50933;3883,50933;30766,31765;7941,410271;106,983629;28604,36983;0,001371
3983,931584;3907,865532;20886,02644;9436,457403;8,827907;17057,66567;0,001643
2723,004018;2723,004018;26593,52806;9684,486639;64,883404;31799,45945;0,002348
10950,59693;3013,765761;35967,15697;717,804806;207,942918;23067,47878;0,000983
6412,913653;2370,461949;40020,80648;2881,192665;215,334567;9191,453856;0,00048
10923,23656;2375,946442;35747,12252;1111,248383;90,856677;26867,89922;0,003
9227,144206;1594,481851;41615,69115;4335,879934;167,456823;46981,41053;0,001507
4368,555882;4238,587017;40938,37188;1691,765091;461,545452;29041,77703;0,001809
3074,879986;2587,251711;25322,5717;5006,812757;1,874128;27635,57507;0,001603
7906,791697;4799,237811;28316,32374;2437,373067;350,432805;25178,78587;0,001765
8255,31032;2689,715549;26662,38303;2020,839072;245,553761;32011,13685;0,002199
5498,432462;1591,575096;29722,71015;1359,184425;209,081066;27747,76586;0,001664
10803,01531;3144,588377;37796,54738;4107,373743;165,26981;82899,23074;0,000985
9508,076757;4316,743415;30652,92371;916,787368;916,787368;4511,146616;0,000838
9138,076977;3669,308823;31841,32287;2343,9304;6,521721;13200,88656;0,001386
12590,93339;3310,992636;34177,65438;2795,335757;276,246235;7959,167067;0,001381
12725,52077;3849,792438;31608,26968;683,928599;405,256896;5026,492614;0,001307
10687,66372;3394,950732;31791,42708;4392,213427;21,981591;8515,287853;0,000901
7104,939588;2749,347472;29091,96587;1751,614509;236,550796;7167,690297;0,001078
6708,465521;1506,496103;28571,10613;1453,710909;460,591229;3165,463426;0,000408
5631,732689;3166,123299;28268,29349;2139,046762;456,933731;18255,95971;0,00125
4616,951409;1657,215795;39953,49491;1827,067489;246,441357;9740,215825;0,003061
5219,314424;3190,505941;37957,67642;2780,062338;125,595147;2693,021688;0,00059
5098,588165;2986,55087;37894,54151;852,689265;706,541388;6770,398551;0,001316
3174,056804;3174,056804;36435,1781;319,528849;55,316447;8558,567406;0,002431
5746,360251;2966,822432;39211,9778;4573,981209;74,640236;14963,38809;0,002143
7303,648591;1244,576817;38480,53808;5120,097338;160,01236;12793,7064;0,001446
2395,693793;2395,693793;46019,67491;2265,730962;96,015743;5412,33481;0,001079
3407,848788;1680,888444;46873,25801;319,500631;319,500631;6234,866134;0,000956
2711,305902;2084,557544;48659,16122;2837,645418;272,28078;5920,582228;0,000791
5567,301871;2490,912142;46497,86959;91,813105;33,592791;5483,533381;0,001203
3659,286599;2863,103795;50072,25772;1393,024509;245,777694;6395,98876;0,001406
4549,96457;745,129789;46357,33785;2995,979456;59,502397;8986,674098;0,001296
3414,635436;3414,635436;46311,88313;312,27431;59,6826;6453,134071;0,001172
1807,376864;1807,376864;50225,56594;1338,304301;151,087534;7958,743987;0,001063
10888,46022;3796,15987;47248,50545;493,357901;98,385725;19469,69257;0,001942
11343,44213;4447,727215;47512,24352;2881,630908;15,626435;19116,63191;0,001623
11715,22636;2446,008508;45626,97193;731,574369;259,923075;11376,41667;0,002303
9154,899024;2678,853038;43467,94244;203,395005;203,395005;10048,46275;0,001435
7578,08581;4536,497664;44696,56842;87,260312;87,260312;15335,01345;0,002515
12539,52988;2276,966729;44294,22124;107,004247;107,004247;19289,64321;0,002526
9485,473864;1597,318971;34095,31103;8037,185161;219,824753;13642,93525;0,001285
5137,440544;2146,350674;36502,03145;7406,83792;298,790955;18663,83911;0,001594
6985,801181;417,813879;31032,1892;7219,904609;129,140624;16090,67215;0,001917
8652,042006;1653,713828;32023,52297;10070,56233;429,652121;12226,44792;0,001319
3537,357836;3533,24171;29061,1144;9930,060768;192,993913;28569,17397;0,002503
6719,72989;2972,372395;25112,49498;8954,121949;119,281494;20565,82563;0,002376
3878,010418;2788,49461;24224,3953;4334,69235;182,920301;20171,57263;0,002272
5788,352214;1513,14732;25068,56738;6907,34961;198,065331;28364,56515;0,002906
3051,134451;3051,134451;28280,42159;11740,63981;2,16262;19223,49837;0,001492
6185,569312;6185,569312;37197,95024;4182,72283;6,173066;15682,32505;0,001006
8363,412358;6872,011619;40062,80419;979,626837;94,095282;12265,95247;0,00134
7388,318046;4738,001791;41713,53864;2926,427675;126,917546;15394,62103;0,000879
6937,770303;4712,009439;35797,51653;936,05054;303,054497;12070,56473;0,000938
6880,374393;2238,216864;43721,6713;3240,805142;168,96498;4292,354222;0,000706
7937,181729;3169,879099;44027,22542;1806,332845;326,74103;9492,667087;0,001225
6669,470513;1608,606815;41006,49467;5745,157303;31,224559;13918,08437;0,00191
7297,303228;5752,206793;43141,95722;5198,543222;132,170371;12568,42477;0,001607
8306,816346;2542,223283;41003,06724;3302,479709;119,787215;7136,696896;0,001948
7009,97587;1674,748058;41398,57635;1291,922627;40,687269;11043,1497;0,001562
8241,146987;3514,99791;43298,9483;2748,0968;68,0026;7991,6374;0,001489
7944,936971;580,880033;33523,13179;2464,730602;457,2788;11181,76968;0,001389
6571,266181;1723,189489;35911,64956;2905,213332;140,164365;15816,37569;0,00273
4987,567921;3046,779323;33885,9129;1009,344072;211,115021;22697,90241;0,00262
4366,906738;4319,43015;35633,68925;3474,108138;339,419241;9226,906555;0,001397
4975,510309;4926,623242;32272,84431;936,59856;122,934473;11259,67029;0,001382
1740,792481;1694,917631;40590,94266;5335,722223;28,240745;10238,10103;0,001154
10278,69953;2829,531714;42314,41785;2432,13943;6,949215;18086,70538;0,001276
10282,765;1975,484407;40064,74755;3826,04227;137,08465;4572,319565;0,000929
9723,174956;941,623652;39154,35532;4839,975493;66,292078;14850,59338;0,001491
10917,25715;1424,181517;44546,07679;1984,201971;117,50721;18462,74426;0,001464
11084,93558;1601,907797;42050,12878;1792,767376;728,769008;3386,896018;0,000678
8818,571211;2093,242365;24855,08298;1336,287587;86,738151;31904,74117;0,004261
5364,673033;2908,668043;26391,0041;5537,660838;23,681958;23622,12898;0,002048
7709,931075;459,302614;29015,20776;7963,355591;470,190702;25449,15985;0,002081
8406,491038;1114,930981;27129,90138;2701,846903;139,245188;28883,23121;0,002682
5262,966729;5148,063269;23734,67258;2047,782299;2,089484;33007,95946;0,003946
7385,102114;2532,979052;49288,10661;3525,405002;239,319216;14336,32717;0,000836
8891,055577;1668,427891;46428,86442;1068,12127;25,64214;25104,63026;0,002206
6721,524133;2969,714062;46737,0398;2096,554938;91,582544;10335,38431;0,001908
9123,116703;501,333563;46189,12184;1752,734475;244,631601;8561,491656;0,001166
8774,484181;1835,17744;36774,68367;9964,143764;421,054697;27786,94665;0,002075
8487,381282;3258,118171;33688,02825;9460,211293;219,530883;15557,88895;0,002126
8964,163376;4831,595599;34608,13085;10314,43757;186,251132;17520,77115;0,001938
6902,603858;2208,084661;31281,18562;10078,88938;12,345638;19127,06186;0,001694
4933,100087;3541,638139;32475,42561;11251,01019;112,624027;11893,36159;0,00298
8348,951014;4981,585444;31498,98321;12990,71751;55,064347;14459,75618;0,002384
6360,554887;3273,16411;34659,88026;10784,33111;691,714908;25192,93234;0,002083
16561,79331;2868,272873;32343,18687;1871,653708;150,958269;10838,95233;0,001471
14850,50125;2744,251908;29968,14601;1362,925265;287,195619;13042,40073;0,001825
13259,67072;1601,963718;27716,37008;1328,280987;772,68037;3829,759797;0,00073
11338,36469;4110,616383;27805,66423;4375,205028;41,955532;12860,00126;0,00148
13543,20771;3921,985198;32053,58057;1452,276428;187,573539;3956,091692;0,000524
10562,01975;3705,197183;30048,89475;2374,666987;478,828537;3976,793872;0,000508
15367,33117;3633,943487;76370,08996;13158,55614;15,136932;10794,02972;0,001178
11561,15867;3553,476428;79798,37897;4677,787527;870,402408;20398,75711;0,000728
13859,39247;4648,411014;74820,31638;7036,602894;1395,319545;4968,765638;0,000339
16833,91983;3507,126547;78384,00385;7934,334955;334,56253;14447,50988;0,000918
15005,44648;1299,784265;73578,52863;10431,59371;467,65029;10341,03585;0,000969
16606,42369;819,568894;72666,35951;13455,05192;153,514486;10747,92773;0,001221
12334,65529;3696,750468;78201,14741;10113,78634;1011,90856;20782,83241;0,001103
12081,48873;4342,522643;87122,82185;2090,748027;1082,009482;9715,180735;0,000417
10657,79313;4839,424179;90197,07775;2448,705202;41,392757;9918,656323;0,00067
10891,02933;5412,094666;90338,31536;9461,930741;798,544391;55655,94438;0,000414
14373,54901;3010,654411;94624,24027;3300,665103;188,716503;5463,220712;0,000466
16985,23757;1820,839518;84342,20162;1465,508071;564,08816;11605,63527;0,000348
7749,322181;2617,123299;95287,76944;1191,802041;1162,125376;1917,098749;0,000213
10438,90573;1515,066045;98207,81464;8160,423328;1026,682065;27577,34097;0,000449
8682,862395;749,387727;92251,40316;2968,520809;1815,699454;3998,672772;0,000351
7958,315927;2058,788096;84603,87024;2585,734023;784,695281;8279,791979;0,000574
5076,490646;3154,29189;92606,84345;864,955264;864,955264;18153,01779;0,000581
11447,53558;1025,035811;88108,20857;2452,997662;431,480055;5806,273027;0,000308
13754,26767;1684,280471;94186,51909;6248,933512;852,198666;16795,2076;0,000802
12796,81948;1772,385285;83554,51034;8934,417063;910,441224;11143,64096;0,000785
16709,37388;2003,393587;92060,14832;6179,377334;90,000564;14735,00558;0,001206
15886,23797;663,929154;87121,76507;3397,620562;119,321181;13439,40913;0,000921
13481,24781;2585,876016;81497,54811;1473,900672;372,707467;7956,047983;0,000553
5621,457683;1167,078097;89487,26634;3816,836323;716,151472;24058,74455;0,001576
5463,007886;866,58649;86817,04952;7177,523407;140,774618;18217,1666;0,001513
7584,224344;2738,659075;66366,42138;1487,905081;52,971653;21279,14126;0,002222
8000,977846;1337,43834;69369,37791;4836,846533;174,162169;27465,59287;0,002859
3842,141241;1567,958344;72242,69567;4797,904321;227,546053;23664,24894;0,002081
3955,120313;1908,227823;69572,77701;2049,482775;137,486193;27797,94615;0,002785
6027,366133;1869,135876;74487,18067;1426,296906;222,57631;35843,8165;0,001991
10780,40682;3984,954533;81710,6875;2392,623145;993,546441;8262,695332;0,000597
16517,09625;5745,166717;74078,56483;1725,284642;1716,321323;6686,422656;0,000277
14431,53169;4683,599039;67913,15248;1049,25271;81,647145;7843,366416;0,001541
14279,62247;3449,955466;70208,31018;1388,364853;304,851791;11677,80435;0,000699
13864,51336;4007,584122;81948,2605;1795,267252;672,652567;8946,115973;0,000424
13249,03704;2780,775347;84467,91447;2889,946139;1340,157981;8738,532208;0,000468
13332,97639;3525,590933;78369,13393;623,513183;563,690837;17581,98812;0,001427
8912,320858;5468,439391;77813,98109;1563,503396;1563,503396;8335,67144;0,000349
9076,880656;3427,908312;77846,49536;1925,436202;1006,876068;5542,710638;0,000259
12362,24819;1109,005249;99713,73902;6011,824344;970,2367;14566,06051;0,000727
9901,522238;3987,235544;95615,584;4158,328698;515,119254;15976,43841;0,000971
12292,65017;2003,897765;98832,28934;3407,096696;1380,859;903,970104;0,000079
18907,03443;2459,376518;98474,71607;1238,997419;61,32052;5841,541438;0,000986
18791,96065;2983,59557;105018,9304;5666,502223;207,899662;12362,79376;0,000907
17660,32039;5000,168236;103091,8644;7787,082182;330,081277;13337,36799;0,000726
17042,40311;2808,626377;103223,4614;2271,056952;785,440789;3894,276805;0,000533
15721,16228;1272,139639;100951,7073;1225,073385;336,354907;3730,735914;0,000673
13057,55412;2524,538208;63458,31466;1452,765601;223,090415;14750,74559;0,002542
11272,07479;4129,408602;55299,63564;6738,165025;731,087929;6113,103681;0,000452
14264,25534;2862,951079;52680,81167;8021,018694;1590,919462;13798,84561;0,000705
8678,243985;3997,84342;61081,42263;4718,434793;276,831587;8484,773463;0,00145
9246,581003;3185,347236;57810,33117;5603,137261;28,446928;11370,60546;0,0011
11051,5056;2440,331885;62868,62984;3860,808782;47,745871;16766,3934;0,002077
7778,892971;3140,146664;58578,96603;743,259595;743,259595;4766,22385;0,000524
8927,551723;1296,820788;65677,36765;1274,36026;435,43528;13425,33211;0,001571
10300,81882;3089,70237;57219,93056;1301,944768;167,966064;13181,47492;0,001261
8818,78463;2758,175674;59343,30306;2379,30492;152,801158;28183,73794;0,001838
6835,702134;3441,968961;61144,32277;1416,245152;318,184733;11114,70749;0,001136
6974,011085;3500,511555;63884,93213;254,445933;254,445933;6508,829055;0,00161
9909,83696;3085,418603;100678,1622;672,509762;672,509762;15938,75296;0,000393
10733,51305;2340,446186;104224,9422;771,918898;29,204961;6928,01185;0,002403
9372,343809;475,700637;108471,7682;1476,768089;1069,369372;3960,563322;0,000671
11733,76326;642,472806;110301,9352;465,714112;198,67179;8064,348467;0,001051
19829,50609;5655,280119;106624,5091;440,283836;8,298505;6929,260301;0,001249
14453,87353;2182,706505;103764,7995;406,749898;406,749898;8085,960398;0,00157
17982,36365;5235,921773;104992,0654;2442,465613;31,203371;5776,411765;0,001863
16731,1376;4303,219271;106852,1078;3325,438954;276,380195;10812,91595;0,001309
2896,076848;2860,967303;63116,64269;9477,469088;320,513096;4747,857387;0,000317
7665,895834;2175,76659;61868,32382;11720,09282;286,956587;5155,421113;0,000855
8713,629127;3378,884894;58784,61058;10764,83139;22,921571;12775,9068;0,000869
6262,606578;1373,113397;62778,54724;11866,47266;88,591204;6849,487817;0,000569
4502,339946;1047,990877;71503,78892;1779,390767;1591,369919;4270,554047;0,00022
18587,23459;3935,600187;74619,77286;1153,728676;927,801715;4875,501898;0,000653
15331,04139;3481,390941;70242,8624;8876,946276;117,367666;12550,93372;0,002537
14505,67593;703,756053;67761,19581;9304,683339;213,351616;7516,714632;0,001635
10199,11388;2090,314182;66996,39069;10844,57643;98,067655;5898,491844;0,001474
11517,42347;2023,99454;71709,79925;8329,298603;199,498316;10409,93097;0,001607
14334,8371;1879,809139;70267,04669;12062,28324;132,954819;19326,8305;0,001675
12335,59571;2972,082084;68347,81918;13801,50194;188,268467;12011,46192;0,000925
11472,0132;2460,889613;65624,93457;11861,49337;671,343151;10268,72123;0,00111
17140,17999;3125,874054;62544,59967;7876,993149;152,488979;11702,0173;0,002196
1678,009315;1586,983266;66023,84388;3908,470423;135,12892;21150,74555;0,002548
1854,063629;1760,094311;65987,31712;6693,071332;40,439633;19216,63955;0,002039
3636,297549;1403,639284;68174,12927;7192,220441;88,371425;15302,52555;0,002879
4196,364885;2201,464429;60630,39417;8807,165326;348,188033;15460,3989;0,001359
4042,748135;900,204088;64033,79448;9390,701642;173,377083;13862,66119;0,001904
5887,895523;1877,520895;64068,95673;6818,040719;65,41117;8445,588336;0,001392
4831,892998;935,721039;57559,80055;2105,476239;102,066174;21761,37322;0,001369
2149,809962;2149,809962;60243,44535;227,08451;227,08451;8359,209962;0,000792
1625,473856;1625,473856;53352,94409;3745,461769;452,116634;18308,16185;0,001268
10409,99889;434,383665;61232,50081;1316,161224;766,143122;7586,408418;0,000843
10305,98724;4359,702948;47886,04709;5342,238419;308,880165;22694,44546;0,001697
5781,035124;835,174691;47708,80327;5290,450687;95,967817;23175,71659;0,001912
8500,77972;2251,41483;49840,15327;2983,751893;234,216731;22412,12741;0,00127
18203,80769;691,70117;44471,33551;1954,61157;145,895194;21781,08714;0,001187
17196,04127;4652,630619;50611,36804;642,065897;580,043296;18389,14143;0,001074
17059,50753;3449,109097;53672,9733;2740,800571;115,511703;20103,35551;0,001747
16231,65829;3118,34471;53101,89852;1244,934911;36,967389;14786,95091;0,001106
9456,026086;1773,5968;47019,73147;1163,986877;502,299849;17118,94035;0,001146
7252,961203;812,758817;54713,58744;914,6151;168,05037;6652,272731;0,000768
8290,574334;2797,135163;58027,03481;1943,141636;418,466347;10509,66405;0,001262
6643,539509;3114,810778;57699,3569;769,109303;203,629128;12940,50335;0,001139
4774,532647;3665,404572;49853,18329;37,748628;37,748628;29465,32094;0,002116
16814,57687;6203,552508;54912,76025;2177,717079;205,756612;9501,514236;0,000931
7904,019261;1989,008999;52009,74148;223,524114;223,524114;16793,47141;0,001326
10337,7079;944,508821;66731,84815;160,741581;160,741581;11397,01034;0,000705
11508,7808;2533,620934;69106,82624;364,644922;364,644922;6446,612268;0,000296
12164,03779;2955,35325;65196,43053;1205,538997;51,416418;11689,53821;0,001093
8868,1311;1294,250492;71671,87109;3321,543884;57,561541;17092,93903;0,000853
10250,96434;1430,267398;39180,51627;222,072122;222,072122;8503,649137;0,001212
10888,58948;1064,801746;37290,26398;5266,950464;14,425619;34496,40572;0,001297
8896,10605;2825,777853;43812,65135;1086,94325;46,131;25080,41976;0,001558
10625,70762;1839,237883;38741,8853;1413,778879;118,217741;19365,34792;0,001282
7448,18354;2010,701419;36924,09597;3319,022949;383,502123;24052,72279;0,001191
5829,357004;3774,103074;58057,97156;6784,562596;6,626086;5802,558769;0,000509
5761,255927;2984,276409;59262,6448;9502,750854;145,797737;15116,30826;0,000599
7881,310095;1841,759922;61367,52892;6933,979332;127,714144;15033,88707;0,001007
8171,241555;3497,433066;63225,0648;4224,099816;120,696348;10982,65089;0,000968
11586,07425;6157,9071;65141,90715;1682,413433;60,479261;10794,52758;0,000809
7809,627757;611,428324;66097,46359;882,444647;495,716641;9071,191385;0,001416
9164,148997;2635,579218;66312,17455;984,126985;725,272649;4780,444584;0,000622
8994,324254;1991,138627;63202,80558;952,80736;406,756142;10359,18207;0,001038
8956,293644;2724,105032;67397,93569;1529,756919;70,668442;17753,4954;0,001383
6706,158801;2506,185942;63648,32845;1667,765181;247,105945;14485,07044;0,001074
3344,376981;3344,376981;42021,11432;4638,053648;49,60111;18928,51108;0,001074
7781,855644;1954,123128;42384,82994;6956,487118;97,01556;18823,51724;0,001309
10636,12972;2990,50593;39968,25712;8238,132785;256,291354;11202,46988;0,00066
8224,312815;2691,723657;45368,92237;7041,03955;94,905404;15019,56567;0,001628
5136,94635;4432,640534;38133,50262;7586,233006;110,457573;21222,42537;0,001376
4086,232623;4069,565415;61496,90366;594,394431;135,639773;15337,41025;0,002294
6527,847217;864,2465;62929,98043;2033,003403;219,011188;11987,57513;0,001075
3985,095697;3972,060942;64299,89561;4284,398429;33,147479;10617,54112;0,000975
4140,183707;3181,636488;60425,92387;419,870428;266,162659;8388,962163;0,001146
2870,187143;2545,819665;63190,12999;794,222751;482,847166;11278,37027;0,001729
1948,871812;1943,833879;57924,20788;4244,02142;565,758447;17076,30246;0,001081
914,246981;914,246981;59261,78861;2751,888058;86,425838;11154,65207;0,000814
1590,400187;1573,058407;59648,15478;596,668924;596,668924;11123,22141;0,000915
13810,07356;5687,72294;58213,32646;5645,268669;64,230114;12991,90069;0,000729
13433,26842;1175,158145;56915,04602;2274,206139;482,014813;12108,93293;0,001194
13216,29488;1080,507507;51894,08255;1794,203394;194,2705;16668,47882;0,00127
10362,57944;2087,430682;50179,76371;4239,406983;45,638179;14061,12373;0,001609
13080,18758;4386,895681;47997,90846;2299,434959;281,796846;29951,5021;0,001984
9725,373551;1864,453858;49720,41505;4016,698441;101,111179;15578,73652;0,001589
4029,608982;4013,136041;53115,58696;8565,770346;2428,662753;5170,944728;0,000207
5577,887184;2596,366711;46369,33043;4431,411924;329,86605;8950,046874;0,000337
5495,086504;3902,816889;54155,32934;6981,590926;741,311747;9880,375311;0,00087
7562,887262;1349,585052;55101,52953;5736,264221;260,620849;18372,73968;0,000919
16736,95255;6057,163329;52660,09673;2,756697;2,756697;11410,39425;0,001085
12718,46905;3160,066813;53553,45071;692,719339;320,736461;12915,88217;0,001361
11359,9107;1394,550259;55864,24224;432,587085;419,369254;15761,27049;0,001394
9084,791468;3375,05213;54695,732;1011,87808;222,686315;9074,383206;0,001279
14544,77745;2816,839271;82312,11656;3970,765263;806,035587;12480,02029;0,000651
11771,86191;3166,226615;86905,80886;395,182667;395,182667;19761,58068;0,00052
12863,57165;4121,537134;84481,41397;1294,553417;322,471159;17581,90992;0,000598
8845,53567;2923,46583;93426,82118;5650,356577;372,277371;25408,39088;0,001087
10955,35822;2323,287859;95131,9737;4110,111532;160,191797;46766,99764;0,002068
8199,440124;3463,435853;89300,01649;3263,052492;245,466264;17604,72856;0,001393
8182,175847;4261,328074;95385,70978;1821,44582;539,938504;39758,63369;0,001934
5400,683519;3001,560949;88623,98764;1938,191141;82,077933;29021,53859;0,001816
6509,296658;2096,808071;79515,5538;5873,292483;178,87989;26454,37741;0,001255
4190,119096;653,198635;82697,39882;3260,969737;695,897002;16374,20196;0,000771
4070,853422;2390,966811;77561,97332;872,988969;427,275605;12980,18899;0,00059
6513,195973;2949,095151;78012,24614;8130,481321;60,48087;32413,17787;0,001382
2882,846043;2882,846043;74050,48856;2422,134014;1061,910658;7934,768395;0,000648
5131,043677;1238,705557;73119,20494;5752,41744;32,804557;9075,420359;0,000481
1311,565072;1311,565072;70687,53201;3857,267054;629,316204;2548,55279;0,000247
10458,68649;1771,320669;73657,5342;2338,641372;170,366398;13468,15879;0,000619
10281,87109;3121,443177;68712,95816;3577,019449;36,566073;6261,616143;0,000593
